image_id,source_image_id,image_file,gt_file,is_augmented,augmentation_index,backend,seed,caption,prompt,negative_prompt,style_tag,mean_abs_pixel_change,max_abs_pixel_change,change_entropy,cross_attention_used,cross_attention_num_maps,cross_attention_map_entropy,selected_token_index,selected_token,selected_token_score,gt_entropy,pseudo_gt_entropy
IMG012_01001_AUG000,IMG012_01001,IMG012_01001_AUG000.jpg,IMG012_01001_AUG000.npy,1,0,opencv_caption_style,1877991823,There is a wall of text with large gray rocky mountains rising in the background.,"Photorealistic image edit of the same scene: There is a wall of text with large gray rocky mountains rising in the background. Apply soft diffused lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,51.91530990600586,255.0,13.232719753423282,0,0,0.0,-1,,0.0,12.662841070101422,12.623437116802961
IMG014_01000,IMG014_01000,IMG014_01000.jpg,IMG014_01000.npy,0,-1,original_copy,,A brick manor house with a tall steeple sits beside a narrow canal.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.81925138566794,12.81925138566794
IMG014_01000_AUG000,IMG014_01000,IMG014_01000_AUG000.jpg,IMG014_01000_AUG000.npy,1,0,opencv_caption_style,991470358,A brick manor house with a tall steeple sits beside a narrow canal.,"Photorealistic image edit of the same scene: A brick manor house with a tall steeple sits beside a narrow canal. Apply slightly warm color grading, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,38.642757415771484,255.0,13.107956978561674,0,0,0.0,-1,,0.0,12.81925138566794,12.811592319270403
IMG015_01001,IMG015_01001,IMG015_01001.jpg,IMG015_01001.npy,0,-1,original_copy,,A large concrete structure with a banner stands above a body of water.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.390801913100404,12.390801913100404
IMG015_01001_AUG000,IMG015_01001,IMG015_01001_AUG000.jpg,IMG015_01001_AUG000.npy,1,0,opencv_caption_style,248555690,A large concrete structure with a banner stands above a body of water.,"Photorealistic image edit of the same scene: A large concrete structure with a banner stands above a body of water. Apply clean studio-like lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,35.18254470825195,255.0,12.920393590718113,0,0,0.0,-1,,0.0,12.390801913100404,12.382791374721364
IMG017_01001,IMG017_01001,IMG017_01001.jpg,IMG017_01001.npy,0,-1,original_copy,,There is a wall of text with a dirt path in the background.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.580426304810317,12.580426304810317
IMG017_01001_AUG000,IMG017_01001,IMG017_01001_AUG000.jpg,IMG017_01001_AUG000.npy,1,0,opencv_caption_style,128339668,There is a wall of text with a dirt path in the background.,"Photorealistic image edit of the same scene: There is a wall of text with a dirt path in the background. Apply slightly warm color grading, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,34.900245666503906,255.0,13.007342595912405,0,0,0.0,-1,,0.0,12.580426304810317,12.470512028704206
IMG018_01000,IMG018_01000,IMG018_01000.jpg,IMG018_01000.npy,0,-1,original_copy,,Two tall pine trees stand before a wide frozen lake and distant mountains.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.863279335973402,12.863279335973402
IMG018_01000_AUG000,IMG018_01000,IMG018_01000_AUG000.jpg,IMG018_01000_AUG000.npy,1,0,opencv_caption_style,416035576,Two tall pine trees stand before a wide frozen lake and distant mountains.,"Photorealistic image edit of the same scene: Two tall pine trees stand before a wide frozen lake and distant mountains. Apply slightly warm color grading, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,52.660091400146484,255.0,12.868706710454461,0,0,0.0,-1,,0.0,12.863279335973402,12.831997553604651
IMG019_01000,IMG019_01000,IMG019_01000.jpg,IMG019_01000.npy,0,-1,original_copy,,Green pine trees grow in front of a massive red rock cliff face.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.166217232076633,13.166217232076633
IMG019_01000_AUG000,IMG019_01000,IMG019_01000_AUG000.jpg,IMG019_01000_AUG000.npy,1,0,opencv_caption_style,354346867,Green pine trees grow in front of a massive red rock cliff face.,"Photorealistic image edit of the same scene: Green pine trees grow in front of a massive red rock cliff face. Apply documentary photograph style, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,52.70054626464844,255.0,13.22890043252869,0,0,0.0,-1,,0.0,13.166217232076633,13.15357416655661
IMG020_01000,IMG020_01000,IMG020_01000.jpg,IMG020_01000.npy,0,-1,original_copy,,A lit stone bridge with several arches spans across a dark blue river.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.81542126364593,12.81542126364593
IMG020_01000_AUG000,IMG020_01000,IMG020_01000_AUG000.jpg,IMG020_01000_AUG000.npy,1,0,opencv_caption_style,733875043,A lit stone bridge with several arches spans across a dark blue river.,"Photorealistic image edit of the same scene: A lit stone bridge with several arches spans across a dark blue river. Apply slightly cool color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,48.69211196899414,255.0,13.012041669885887,0,0,0.0,-1,,0.0,12.81542126364593,12.76478919219312
IMG021_01000,IMG021_01000,IMG021_01000.jpg,IMG021_01000.npy,0,-1,original_copy,,A large stone statue of a man stands centrally within an ornate building facade.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.804492818714607,12.804492818714607
IMG021_01000_AUG000,IMG021_01000,IMG021_01000_AUG000.jpg,IMG021_01000_AUG000.npy,1,0,opencv_caption_style,593910261,A large stone statue of a man stands centrally within an ornate building facade.,"Photorealistic image edit of the same scene: A large stone statue of a man stands centrally within an ornate building facade. Apply documentary photograph style, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,33.212581634521484,210.0,13.184972112455227,0,0,0.0,-1,,0.0,12.804492818714607,12.794237285359031
IMG025_01000,IMG025_01000,IMG025_01000.jpg,IMG025_01000.npy,0,-1,original_copy,,People gather near a white lighthouse and a stone building under a dark sky.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.69821440047599,12.69821440047599
IMG025_01000_AUG000,IMG025_01000,IMG025_01000_AUG000.jpg,IMG025_01000_AUG000.npy,1,0,opencv_caption_style,1064702850,People gather near a white lighthouse and a stone building under a dark sky.,"Photorealistic image edit of the same scene: People gather near a white lighthouse and a stone building under a dark sky. Apply slightly cool color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,45.84433364868164,255.0,13.134158508405676,0,0,0.0,-1,,0.0,12.69821440047599,12.625574185959522
IMG026_01000,IMG026_01000,IMG026_01000.jpg,IMG026_01000.npy,0,-1,original_copy,,A stone church with a tall steeple stands among orange roofed houses and trees.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.834228094288846,12.834228094288846
IMG026_01000_AUG000,IMG026_01000,IMG026_01000_AUG000.jpg,IMG026_01000_AUG000.npy,1,0,opencv_caption_style,1213207565,A stone church with a tall steeple stands among orange roofed houses and trees.,"Photorealistic image edit of the same scene: A stone church with a tall steeple stands among orange roofed houses and trees. Apply soft diffused lighting, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,31.473905563354492,246.0,13.225813681482578,0,0,0.0,-1,,0.0,12.834228094288846,12.786124590133568
IMG028_01000,IMG028_01000,IMG028_01000.jpg,IMG028_01000.npy,0,-1,original_copy,,A rocky cliff covered in green and orange trees overlooks a dark green lake.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.822575549048452,12.822575549048452
IMG028_01000_AUG000,IMG028_01000,IMG028_01000_AUG000.jpg,IMG028_01000_AUG000.npy,1,0,opencv_caption_style,1929237531,A rocky cliff covered in green and orange trees overlooks a dark green lake.,"Photorealistic image edit of the same scene: A rocky cliff covered in green and orange trees overlooks a dark green lake. Apply slightly warm color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,27.90005874633789,255.0,13.150505947027796,0,0,0.0,-1,,0.0,12.822575549048452,12.786679482963791
IMG029_01000,IMG029_01000,IMG029_01000.jpg,IMG029_01000.npy,0,-1,original_copy,,Three dead trees stand in a sandy desert against a large orange sand dune.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.73125983053751,12.73125983053751
IMG029_01000_AUG000,IMG029_01000,IMG029_01000_AUG000.jpg,IMG029_01000_AUG000.npy,1,0,opencv_caption_style,513827529,Three dead trees stand in a sandy desert against a large orange sand dune.,"Photorealistic image edit of the same scene: Three dead trees stand in a sandy desert against a large orange sand dune. Apply soft diffused lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,20.444435119628906,215.0,13.230067799184098,0,0,0.0,-1,,0.0,12.73125983053751,12.666719968798134
IMG030_01000,IMG030_01000,IMG030_01000.jpg,IMG030_01000.npy,0,-1,original_copy,,Bright sunlight shines through tall trees onto a fallen log in a dark forest.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.828131808582839,12.828131808582839
IMG030_01000_AUG000,IMG030_01000,IMG030_01000_AUG000.jpg,IMG030_01000_AUG000.npy,1,0,opencv_caption_style,13869778,Bright sunlight shines through tall trees onto a fallen log in a dark forest.,"Photorealistic image edit of the same scene: Bright sunlight shines through tall trees onto a fallen log in a dark forest. Apply soft diffused lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,28.78260040283203,254.0,13.055905916489735,0,0,0.0,-1,,0.0,12.828131808582839,12.80202963643842
IMG031_01000,IMG031_01000,IMG031_01000.jpg,IMG031_01000.npy,0,-1,original_copy,,A white castle with tall towers sits on top of a forested hill.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.541153118350394,12.541153118350394
IMG031_01000_AUG000,IMG031_01000,IMG031_01000_AUG000.jpg,IMG031_01000_AUG000.npy,1,0,opencv_caption_style,1120876916,A white castle with tall towers sits on top of a forested hill.,"Photorealistic image edit of the same scene: A white castle with tall towers sits on top of a forested hill. Apply slightly cool color grading, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,28.36943244934082,248.0,13.146403623948572,0,0,0.0,-1,,0.0,12.541153118350394,12.421933031178924
IMG032_01000,IMG032_01000,IMG032_01000.jpg,IMG032_01000.npy,0,-1,original_copy,,A winding river flows between dense forests filled with orange and red trees.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.929173770614398,12.929173770614398
IMG032_01000_AUG000,IMG032_01000,IMG032_01000_AUG000.jpg,IMG032_01000_AUG000.npy,1,0,opencv_caption_style,488362406,A winding river flows between dense forests filled with orange and red trees.,"Photorealistic image edit of the same scene: A winding river flows between dense forests filled with orange and red trees. Apply cinematic natural lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,cinematic natural lighting,33.911338806152344,246.0,13.041628312633975,0,0,0.0,-1,,0.0,12.929173770614398,12.900596573553685
IMG033_00101,IMG033_00101,IMG033_00101.jpg,IMG033_00101.npy,0,-1,original_copy,,A man wearing round glasses looks forward with text written across his chest.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.580676892959218,12.580676892959218
IMG033_00101_AUG000,IMG033_00101,IMG033_00101_AUG000.jpg,IMG033_00101_AUG000.npy,1,0,opencv_caption_style,1916987194,A man wearing round glasses looks forward with text written across his chest.,"Photorealistic image edit of the same scene: A man wearing round glasses looks forward with text written across his chest. Apply documentary photograph style, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,34.45901870727539,255.0,12.802160518808364,0,0,0.0,-1,,0.0,12.580676892959218,12.495711630512687
IMG036_00100,IMG036_00100,IMG036_00100.jpg,IMG036_00100.npy,0,-1,original_copy,,A woman wearing a floral coat and a headband holds a black leash.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.679139227219366,12.679139227219366
IMG036_00100_AUG000,IMG036_00100,IMG036_00100_AUG000.jpg,IMG036_00100_AUG000.npy,1,0,opencv_caption_style,1704361031,A woman wearing a floral coat and a headband holds a black leash.,"Photorealistic image edit of the same scene: A woman wearing a floral coat and a headband holds a black leash. Apply slightly cool color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,43.560791015625,251.0,13.089875442982759,0,0,0.0,-1,,0.0,12.679139227219366,12.645043383327447
IMG037_00100,IMG037_00100,IMG037_00100.jpg,IMG037_00100.npy,0,-1,original_copy,,Four women walk together across a stone plaza near a blue street sign.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.55946329795097,12.55946329795097
IMG037_00100_AUG000,IMG037_00100,IMG037_00100_AUG000.jpg,IMG037_00100_AUG000.npy,1,0,opencv_caption_style,310157771,Four women walk together across a stone plaza near a blue street sign.,"Photorealistic image edit of the same scene: Four women walk together across a stone plaza near a blue street sign. Apply slightly cool color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,47.57429122924805,255.0,13.198703876627235,0,0,0.0,-1,,0.0,12.55946329795097,12.52843353653634
IMG040_00100,IMG040_00100,IMG040_00100.jpg,IMG040_00100.npy,0,-1,original_copy,,A man and a child wearing inline skates stand together on a path.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.701715087450793,12.701715087450793
IMG040_00100_AUG000,IMG040_00100,IMG040_00100_AUG000.jpg,IMG040_00100_AUG000.npy,1,0,opencv_caption_style,889673951,A man and a child wearing inline skates stand together on a path.,"Photorealistic image edit of the same scene: A man and a child wearing inline skates stand together on a path. Apply slightly cool color grading, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,50.879852294921875,255.0,13.062737182029423,0,0,0.0,-1,,0.0,12.701715087450793,12.68752840245861
IMG041_00100,IMG041_00100,IMG041_00100.jpg,IMG041_00100.npy,0,-1,original_copy,,Two men walk through a hallway while pulling black suitcases and holding passports.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.66371233330392,12.66371233330392
IMG041_00100_AUG000,IMG041_00100,IMG041_00100_AUG000.jpg,IMG041_00100_AUG000.npy,1,0,opencv_caption_style,718489173,Two men walk through a hallway while pulling black suitcases and holding passports.,"Photorealistic image edit of the same scene: Two men walk through a hallway while pulling black suitcases and holding passports. Apply slightly warm color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,52.38278579711914,255.0,13.047810588479024,0,0,0.0,-1,,0.0,12.66371233330392,12.619233503999112
IMG042_00100,IMG042_00100,IMG042_00100.jpg,IMG042_00100.npy,0,-1,original_copy,,A basketball player holds a ball while looking upward on a court.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.048238163673886,13.048238163673886
IMG042_00100_AUG000,IMG042_00100,IMG042_00100_AUG000.jpg,IMG042_00100_AUG000.npy,1,0,opencv_caption_style,179990059,A basketball player holds a ball while looking upward on a court.,"Photorealistic image edit of the same scene: A basketball player holds a ball while looking upward on a court. Apply slightly cool color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,27.74712371826172,190.0,13.172837565332884,0,0,0.0,-1,,0.0,13.048238163673886,13.013835766522789
IMG043_00100,IMG043_00100,IMG043_00100.jpg,IMG043_00100.npy,0,-1,original_copy,,A woman sings into a microphone while a man plays a guitar nearby.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.67838084903542,12.67838084903542
IMG043_00100_AUG000,IMG043_00100,IMG043_00100_AUG000.jpg,IMG043_00100_AUG000.npy,1,0,opencv_caption_style,1646064444,A woman sings into a microphone while a man plays a guitar nearby.,"Photorealistic image edit of the same scene: A woman sings into a microphone while a man plays a guitar nearby. Apply soft diffused lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,30.00465965270996,255.0,12.811781887960535,0,0,0.0,-1,,0.0,12.67838084903542,12.580096501432308
IMG044_00100,IMG044_00100,IMG044_00100.jpg,IMG044_00100.npy,0,-1,original_copy,,Three dancers in red and white dresses perform on a dark stage.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.195734492917836,13.195734492917836
IMG044_00100_AUG000,IMG044_00100,IMG044_00100_AUG000.jpg,IMG044_00100_AUG000.npy,1,0,opencv_caption_style,842018965,Three dancers in red and white dresses perform on a dark stage.,"Photorealistic image edit of the same scene: Three dancers in red and white dresses perform on a dark stage. Apply slightly warm color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,29.72323989868164,254.0,12.747299228344104,0,0,0.0,-1,,0.0,13.195734492917836,13.09012994087152
IMG045_00100,IMG045_00100,IMG045_00100.jpg,IMG045_00100.npy,0,-1,original_copy,,A man in athletic gear holds a bottle near a table of fruit.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.599165891162102,12.599165891162102
IMG045_00100_AUG000,IMG045_00100,IMG045_00100_AUG000.jpg,IMG045_00100_AUG000.npy,1,0,opencv_caption_style,1007974515,A man in athletic gear holds a bottle near a table of fruit.,"Photorealistic image edit of the same scene: A man in athletic gear holds a bottle near a table of fruit. Apply clean studio-like lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,61.9544677734375,255.0,13.212083597270237,0,0,0.0,-1,,0.0,12.599165891162102,12.52596977942676
IMG046_00100,IMG046_00100,IMG046_00100.jpg,IMG046_00100.npy,0,-1,original_copy,,A woman with red hair holds a large bouquet of red flowers.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.571370999777628,12.571370999777628
IMG046_00100_AUG000,IMG046_00100,IMG046_00100_AUG000.jpg,IMG046_00100_AUG000.npy,1,0,opencv_caption_style,729223656,A woman with red hair holds a large bouquet of red flowers.,"Photorealistic image edit of the same scene: A woman with red hair holds a large bouquet of red flowers. Apply slightly warm color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,25.217933654785156,222.0,13.086027052641839,0,0,0.0,-1,,0.0,12.571370999777628,12.514057123812108
IMG047_00100,IMG047_00100,IMG047_00100.jpg,IMG047_00100.npy,0,-1,original_copy,,A volleyball player jumps to high five a man on an indoor court.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.704846752786125,12.704846752786125
IMG047_00100_AUG000,IMG047_00100,IMG047_00100_AUG000.jpg,IMG047_00100_AUG000.npy,1,0,opencv_caption_style,554513576,A volleyball player jumps to high five a man on an indoor court.,"Photorealistic image edit of the same scene: A volleyball player jumps to high five a man on an indoor court. Apply soft diffused lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,37.29045486450195,255.0,12.855806122650776,0,0,0.0,-1,,0.0,12.704846752786125,12.551793465561332
IMG049_00100,IMG049_00100,IMG049_00100.jpg,IMG049_00100.npy,0,-1,original_copy,,An illustration of a woman and a man standing near several data charts.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.77969650866953,12.77969650866953
IMG049_00100_AUG000,IMG049_00100,IMG049_00100_AUG000.jpg,IMG049_00100_AUG000.npy,1,0,opencv_caption_style,47894182,An illustration of a woman and a man standing near several data charts.,"Photorealistic image edit of the same scene: An illustration of a woman and a man standing near several data charts. Apply slightly cool color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,70.9558334350586,255.0,13.139755391879987,0,0,0.0,-1,,0.0,12.77969650866953,12.748646690554324
IMG050_00100,IMG050_00100,IMG050_00100.jpg,IMG050_00100.npy,0,-1,original_copy,,A man in a red suit gestures toward a box of money symbols.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.845925942529448,12.845925942529448
IMG050_00100_AUG000,IMG050_00100,IMG050_00100_AUG000.jpg,IMG050_00100_AUG000.npy,1,0,opencv_caption_style,125157132,A man in a red suit gestures toward a box of money symbols.,"Photorealistic image edit of the same scene: A man in a red suit gestures toward a box of money symbols. Apply documentary photograph style, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,79.39602661132812,255.0,13.198625898465707,0,0,0.0,-1,,0.0,12.845925942529448,12.817377895338723
IMG052_00100,IMG052_00100,IMG052_00100.jpg,IMG052_00100.npy,0,-1,original_copy,,A man with a mustache smiles and claps his hands during a meeting.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.638929923093201,12.638929923093201
IMG052_00100_AUG000,IMG052_00100,IMG052_00100_AUG000.jpg,IMG052_00100_AUG000.npy,1,0,opencv_caption_style,1912201722,A man with a mustache smiles and claps his hands during a meeting.,"Photorealistic image edit of the same scene: A man with a mustache smiles and claps his hands during a meeting. Apply clean studio-like lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,39.339027404785156,255.0,12.929226323718673,0,0,0.0,-1,,0.0,12.638929923093201,12.57525583711731
IMG053_00100,IMG053_00100,IMG053_00100.jpg,IMG053_00100.npy,0,-1,original_copy,,A person wearing a large gray elephant mask stands inside a crowded subway car.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.636505326976476,12.636505326976476
